orderID,orderDate,customerID,articleName,articlePrice,orderAmount
20,2020-01-01,33,Product #067,53.37,7
21,2020-01-01,258,Product #001,47.29,8
21,2020-01-01,258,Product #011,45.91,3
21,2020-01-01,258,Product #021,47.79,3
21,2020-01-01,258,Product #087,59.17,8
22,2020-01-01,30,Product #008,62.32,1
22,2020-01-01,30,Product #021,47.79,1
22,2020-01-01,30,Product #041,50.68,8
22,2020-01-01,30,Product #053,48.87,12
22,2020-01-01,30,Product #066,88.29,10
22,2020-01-01,30,Product #075,68.64,8
22,2020-01-01,30,Product #095,84.6,14
23,2020-01-01,87,Product #003,68.27,12
23,2020-01-01,87,Product #012,30.18,13
23,2020-01-01,87,Product #035,51.29,13
23,2020-01-01,87,Product #042,8.28,27
23,2020-01-01,87,Product #054,23.53,14
23,2020-01-01,87,Product #086,54.05,14
24,2020-01-01,296,Product #019,60.85,6
24,2020-01-01,296,Product #027,30.6,6
24,2020-01-01,296,Product #029,67.63,14
24,2020-01-01,296,Product #052,87.79,8
24,2020-01-01,296,Product #076,17.01,13
24,2020-01-01,296,Product #079,11.63,9
25,2020-01-01,191,Product #001,47.29,9
25,2020-01-01,191,Product #014,8.0,12
25,2020-01-01,191,Product #035,51.29,2
25,2020-01-01,191,Product #046,74.02,11
25,2020-01-01,191,Product #055,37.51,4
26,2020-01-01,935,Product #005,79.96,4
26,2020-01-01,935,Product #018,4.92,6
26,2020-01-01,935,Product #032,30.55,1
26,2020-01-01,935,Product #065,4.39,4
27,2020-01-01,514,Product #021,47.79,5
27,2020-01-01,514,Product #032,30.55,9
27,2020-01-01,514,Product #077,23.91,8
27,2020-01-01,514,Product #079,11.63,4
28,2020-01-01,67,Product #017,86.07,14
28,2020-01-01,67,Product #031,75.94,5
28,2020-01-01,67,Product #032,30.55,14
28,2020-01-01,67,Product #045,77.9,11
28,2020-01-01,67,Product #056,14.27,12
28,2020-01-01,67,Product #061,1.51,14
28,2020-01-01,67,Product #068,19.95,2
29,2020-01-01,162,Product #028,91.36,5
29,2020-01-01,162,Product #047,54.09,14
29,2020-01-01,162,Product #063,36.5,7
29,2020-01-01,162,Product #067,53.37,4
29,2020-01-01,162,Product #081,30.19,12
30,2020-01-01,538,Product #010,16.43,12
30,2020-01-01,538,Product #011,45.91,13
30,2020-01-01,538,Product #028,91.36,14
30,2020-01-01,538,Product #033,18.09,4
30,2020-01-01,538,Product #040,11.59,12
30,2020-01-01,538,Product #086,54.05,8
31,2020-01-01,108,Product #025,32.07,4
31,2020-01-01,108,Product #044,20.97,12
31,2020-01-01,108,Product #067,53.37,4
31,2020-01-01,108,Product #072,21.01,3
32,2020-01-01,260,Product #002,54.28,1
32,2020-01-01,260,Product #007,15.53,4
32,2020-01-01,260,Product #040,11.59,1
32,2020-01-01,260,Product #055,37.51,12
32,2020-01-01,260,Product #078,30.37,9
32,2020-01-01,260,Product #079,11.63,4
32,2020-01-01,260,Product #086,54.05,13
33,2020-01-01,180,Product #008,62.32,7
33,2020-01-01,180,Product #026,19.06,7
33,2020-01-01,180,Product #028,91.36,13
33,2020-01-01,180,Product #044,20.97,4
34,2020-01-01,206,Product #028,91.36,14
34,2020-01-01,206,Product #038,16.77,8
34,2020-01-01,206,Product #096,69.33,1
35,2020-01-01,34,Product #013,94.65,13
35,2020-01-01,34,Product #065,4.39,3
35,2020-01-01,34,Product #069,40.34,7
35,2020-01-01,34,Product #094,35.89,2
36,2020-01-01,21,,,7
36,2020-01-01,21,Product #039,91.26,2
36,2020-01-01,21,Product #055,37.51,11
36,2020-01-01,21,Product #058,57.69,10
36,2020-01-01,21,Product #078,30.37,14
37,2020-01-01,17,Product #004,94.08,9
37,2020-01-01,17,Product #009,28.39,8
37,2020-01-01,17,Product #054,23.53,22
37,2020-01-01,17,Product #068,19.95,6
38,2020-01-01,44,Product #001,47.29,13
38,2020-01-01,44,Product #026,19.06,11
38,2020-01-01,44,Product #065,4.39,6
38,2020-01-01,44,Product #094,35.89,11
39,2020-01-01,669,Product #013,94.65,8
39,2020-01-01,669,Product #036,57.38,9
39,2020-01-01,669,Product #068,19.95,5
39,2020-01-01,669,Product #069,40.34,12
39,2020-01-01,669,Product #086,54.05,14
40,2020-01-01,401,Product #005,79.96,140
40,2020-01-01,401,Product #023,93.06,80
40,2020-01-01,401,Product #032,30.55,200
40,2020-01-01,401,Product #035,51.29,80
40,2020-01-01,401,Product #037,49.48,40
40,2020-01-01,401,Product #086,54.05,260
41,2020-01-01,308,Product #011,45.91,4
41,2020-01-01,308,Product #027,30.6,6
41,2020-01-01,308,Product #055,37.51,1
41,2020-01-01,308,Product #070,34.69,5
41,2020-01-01,308,Product #082,91.17,11
41,2020-01-01,308,Product #091,71.85,2
42,2020-01-01,728,Product #032,30.55,9
42,2020-01-01,728,Product #040,11.59,6
42,2020-01-01,728,Product #055,37.51,3
42,2020-01-01,728,Product #084,44.46,14
42,2020-01-01,728,Product #097,64.44,14
43,2020-01-01,405,Product #018,4.92,10
43,2020-01-01,405,Product #023,93.06,5
43,2020-01-01,405,Product #024,4.22,11
43,2020-01-01,405,Product #087,59.17,9
44,2020-01-01,125,Product #026,19.06,8
44,2020-01-01,125,Product #038,16.77,5
44,2020-01-01,125,Product #062,10.99,8
44,2020-01-01,125,Product #083,32.05,9
44,2020-01-01,125,Product #096,69.33,6
45,2020-01-01,121,Product #021,47.79,13
45,2020-01-01,121,Product #063,36.5,4
45,2020-01-01,121,Product #078,30.37,5
45,2020-01-01,121,Product #080,39.29,14
45,2020-01-01,121,Product #096,69.33,5
46,2020-01-01,4,Product #023,93.06,10
46,2020-01-01,4,Product #024,4.22,4
46,2020-01-01,4,Product #030,77.02,9
46,2020-01-01,4,Product #051,81.33,9
46,2020-01-01,4,Product #088,3.98,1
47,2020-01-01,54,Product #012,30.18,10
47,2020-01-01,54,Product #068,19.95,5
47,2020-01-01,54,Product #077,23.91,4
48,2020-01-01,392,Product #004,94.08,4
48,2020-01-01,392,Product #017,86.07,2
48,2020-01-01,392,Product #034,32.09,6
48,2020-01-01,392,Product #082,91.17,13
49,2020-01-01,77,Product #004,94.08,4
49,2020-01-01,77,Product #008,62.32,9
49,2020-01-01,77,Product #030,77.02,13
49,2020-01-01,77,Product #041,50.68,14
49,2020-01-01,77,Product #070,34.69,12
49,2020-01-01,77,Product #087,59.17,9
50,2020-01-01,762,Product #076,17.01,4
50,2020-01-01,762,Product #078,30.37,1
50,2020-01-01,762,Product #097,64.44,14
51,2020-01-01,144,Product #012,30.18,2
51,2020-01-01,144,Product #015,58.47,4
51,2020-01-01,144,Product #036,57.38,1
51,2020-01-01,144,Product #043,72.05,3
51,2020-01-01,144,Product #065,4.39,1
52,2020-01-01,577,Product #095,84.6,11
53,2020-01-01,480,Product #008,62.32,400
53,2020-01-01,480,Product #021,47.79,120
53,2020-01-01,480,Product #064,90.2,200
53,2020-01-01,480,Product #078,30.37,160
54,2020-01-01,14,Product #020,16.64,9
54,2020-01-01,14,Product #041,50.68,1
54,2020-01-01,14,Product #055,37.51,6
54,2020-01-01,14,Product #068,19.95,3
54,2020-01-01,14,Product #073,59.77,14
55,2020-01-01,43,Product #012,30.18,6
55,2020-01-01,43,Product #026,19.06,9
55,2020-01-01,43,Product #046,74.02,7
56,2020-01-01,994,Product #014,8.0,8
56,2020-01-01,994,Product #037,49.48,11
56,2020-01-01,994,Product #045,77.9,6
56,2020-01-01,994,Product #057,71.83,7
56,2020-01-01,994,Product #087,59.17,10
57,2020-01-01,228,Product #081,30.19,9
58,2020-01-01,733,Product #037,49.48,10
58,2020-01-01,733,Product #063,36.5,6
58,2020-01-01,733,Product #076,17.01,3
58,2020-01-01,733,Product #080,39.29,6
58,2020-01-01,733,Product #095,84.6,4
59,2020-01-01,166,Product #015,58.47,14
59,2020-01-01,166,Product #034,32.09,4
59,2020-01-01,166,Product #096,69.33,2
60,2020-01-01,12,Product #010,16.43,5
60,2020-01-01,12,Product #014,8.0,2
60,2020-01-01,12,Product #044,20.97,6
60,2020-01-01,12,Product #088,3.98,8
61,2020-01-01,270,Product #005,79.96,288
61,2020-01-01,270,Product #028,91.36,192
61,2020-01-01,270,Product #074,75.45,352
62,2020-01-01,140,,,1
62,2020-01-01,140,Product #012,30.18,7
62,2020-01-01,140,Product #061,1.51,11
62,2020-01-01,140,Product #066,88.29,12
62,2020-01-01,140,Product #082,91.17,4
62,2020-01-01,140,Product #090,32.73,1
62,2020-01-01,140,Product #093,49.0,11
63,2020-01-02,672,Product #019,60.85,10
63,2020-01-02,672,Product #028,91.36,2
63,2020-01-02,672,Product #050,71.34,4
63,2020-01-02,672,Product #073,59.77,9
63,2020-01-02,672,Product #091,71.85,7
63,2020-01-02,672,Product #098,53.14,14
64,2020-01-02,26,Product #009,28.39,10
64,2020-01-02,26,Product #015,58.47,13
64,2020-01-02,26,Product #022,73.64,11
64,2020-01-02,26,Product #060,28.82,4
64,2020-01-02,26,Product #092,33.8,13
65,2020-01-02,216,Product #008,62.32,6
65,2020-01-02,216,Product #011,45.91,4
65,2020-01-02,216,Product #028,91.36,14
65,2020-01-02,216,Product #035,51.29,11
65,2020-01-02,216,Product #050,71.34,8
65,2020-01-02,216,Product #067,53.37,3
65,2020-01-02,216,Product #079,11.63,12
65,2020-01-02,216,Product #086,54.05,13
65,2020-01-02,216,Product #093,49.0,13
65,2020-01-02,216,Product #095,84.6,26
66,2020-01-02,335,Product #015,58.47,11
66,2020-01-02,335,Product #035,51.29,2
66,2020-01-02,335,Product #040,11.59,11
66,2020-01-02,335,Product #043,72.05,6
66,2020-01-02,335,Product #080,39.29,14
66,2020-01-02,335,Product #084,44.46,4
66,2020-01-02,335,Product #099,25.31,4
67,2020-01-02,29,Product #008,62.32,3
67,2020-01-02,29,Product #022,73.64,13
67,2020-01-02,29,Product #058,57.69,14
67,2020-01-02,29,Product #066,88.29,8
67,2020-01-02,29,Product #088,3.98,7
67,2020-01-02,29,Product #096,69.33,7
68,2020-01-02,68,Product #018,4.92,1
68,2020-01-02,68,Product #041,50.68,9
68,2020-01-02,68,Product #063,36.5,3
68,2020-01-02,68,Product #067,53.37,5
69,2020-01-02,616,Product #021,47.79,28
69,2020-01-02,616,Product #051,81.33,70
69,2020-01-02,616,Product #069,40.34,56
69,2020-01-02,616,Product #086,54.05,42
70,2020-01-02,35,Product #005,79.96,1
70,2020-01-02,35,Product #047,54.09,5
70,2020-01-02,35,Product #058,57.69,1
70,2020-01-02,35,Product #077,23.91,13
70,2020-01-02,35,Product #087,59.17,7
71,2020-01-02,395,Product #018,4.92,11
72,2020-01-02,934,Product #023,93.06,22
72,2020-01-02,934,Product #026,19.06,14
72,2020-01-02,934,Product #046,74.02,11
72,2020-01-02,934,Product #066,88.29,14
72,2020-01-02,934,Product #097,64.44,10
73,2020-01-02,68,Product #048,93.54,13
73,2020-01-02,68,Product #071,91.96,13
73,2020-01-02,68,Product #085,69.83,2
73,2020-01-02,68,Product #090,32.73,11
73,2020-01-02,68,Product #093,49.0,2
74,2020-01-02,28,,,9
74,2020-01-02,28,Product #020,16.64,3
74,2020-01-02,28,Product #045,77.9,11
75,2020-01-02,456,Product #009,28.39,11
75,2020-01-02,456,Product #057,71.83,14
75,2020-01-02,456,Product #062,10.99,12
75,2020-01-02,456,Product #097,64.44,3
75,2020-01-02,456,Product #098,53.14,14
76,2020-01-02,153,Product #049,35.39,3
76,2020-01-02,153,Product #094,35.89,9
77,2020-01-02,555,Product #010,16.43,320
77,2020-01-02,555,Product #022,73.64,60
77,2020-01-02,555,Product #023,93.06,40
77,2020-01-02,555,Product #028,91.36,220
77,2020-01-02,555,Product #029,67.63,60
77,2020-01-02,555,Product #056,14.27,120
77,2020-01-02,555,Product #066,88.29,20
78,2020-01-02,584,Product #005,79.96,8
78,2020-01-02,584,Product #070,34.69,11
79,2020-01-02,824,Product #028,91.36,12
80,2020-01-02,247,Product #003,68.27,9
80,2020-01-02,247,Product #024,4.22,6
80,2020-01-02,247,Product #044,20.97,10
80,2020-01-02,247,Product #075,68.64,9
80,2020-01-02,247,Product #095,84.6,5
81,2020-01-02,337,Product #020,16.64,8
81,2020-01-02,337,Product #064,90.2,5
81,2020-01-02,337,Product #076,17.01,9
81,2020-01-02,337,Product #092,33.8,1
82,2020-01-02,268,Product #008,62.32,5
82,2020-01-02,268,Product #073,59.77,13
82,2020-01-02,268,Product #081,30.19,6
83,2020-01-02,887,Product #052,87.79,25
83,2020-01-02,887,Product #096,69.33,2
85,2020-01-02,449,Product #001,47.29,7
85,2020-01-02,449,Product #007,15.53,1
85,2020-01-02,449,Product #025,32.07,9
85,2020-01-02,449,Product #036,57.38,10
85,2020-01-02,449,Product #045,77.9,2
85,2020-01-02,449,Product #075,68.64,11
85,2020-01-02,449,Product #078,30.37,14
85,2020-01-02,449,Product #085,69.83,10
85,2020-01-02,449,Product #088,3.98,4
85,2020-01-02,449,Product #098,53.14,7
86,2020-01-02,292,Product #035,51.29,9
86,2020-01-02,292,Product #068,19.95,2
86,2020-01-02,292,Product #077,23.91,11
87,2020-01-02,12,Product #040,11.59,70
87,2020-01-02,12,Product #049,35.39,10
87,2020-01-02,12,Product #066,88.29,100
87,2020-01-02,12,Product #094,35.89,40
88,2020-01-02,415,Product #002,54.28,14
88,2020-01-02,415,Product #006,36.59,8
88,2020-01-02,415,Product #017,86.07,4
88,2020-01-02,415,Product #035,51.29,6
88,2020-01-02,415,Product #074,75.45,1
88,2020-01-02,415,Product #077,23.91,3
88,2020-01-02,415,Product #084,44.46,8
89,2020-01-02,168,Product #011,45.91,14
89,2020-01-02,168,Product #014,8.0,8
89,2020-01-02,168,Product #053,48.87,11
89,2020-01-02,168,Product #061,1.51,13
89,2020-01-02,168,Product #083,32.05,2
90,2020-01-02,134,Product #034,32.09,23
90,2020-01-02,134,Product #036,57.38,5
90,2020-01-02,134,Product #046,74.02,1
90,2020-01-02,134,Product #047,54.09,2
90,2020-01-02,134,Product #056,14.27,6
90,2020-01-02,134,Product #064,90.2,7
90,2020-01-02,134,Product #090,32.73,4
90,2020-01-02,134,Product #096,69.33,1
91,2020-01-02,815,Product #019,60.85,14
91,2020-01-02,815,Product #031,75.94,12
91,2020-01-02,815,Product #043,72.05,10
91,2020-01-02,815,Product #050,71.34,5
91,2020-01-02,815,Product #052,87.79,8
91,2020-01-02,815,Product #068,19.95,9
91,2020-01-02,815,Product #074,75.45,1
91,2020-01-02,815,Product #083,32.05,11
92,2020-01-02,17,Product #005,79.96,6
92,2020-01-02,17,Product #017,86.07,4
92,2020-01-02,17,Product #041,50.68,8
92,2020-01-02,17,Product #053,48.87,13
93,2020-01-02,8,Product #065,4.39,3
93,2020-01-02,8,Product #078,30.37,8
93,2020-01-02,8,Product #083,32.05,11
94,2020-01-02,680,Product #002,54.28,7
94,2020-01-02,680,Product #012,30.18,28
94,2020-01-02,680,Product #029,67.63,42
94,2020-01-02,680,Product #042,8.28,63
94,2020-01-02,680,Product #049,35.39,7
94,2020-01-02,680,Product #052,87.79,77
94,2020-01-02,680,Product #085,69.83,35
94,2020-01-02,680,Product #099,25.31,91
95,2020-01-02,98,Product #021,47.79,5
95,2020-01-02,98,Product #093,49.0,12
96,2020-01-02,215,Product #003,68.27,10
96,2020-01-02,215,Product #035,51.29,1
96,2020-01-02,215,Product #040,11.59,7
96,2020-01-02,215,Product #072,21.01,12
96,2020-01-02,215,Product #081,30.19,13
96,2020-01-02,215,Product #085,69.83,5
96,2020-01-02,215,Product #090,32.73,13
96,2020-01-02,215,Product #096,69.33,13
97,2020-01-02,688,,,14
97,2020-01-02,688,Product #007,15.53,13
97,2020-01-02,688,Product #032,30.55,10
97,2020-01-02,688,Product #035,51.29,1
97,2020-01-02,688,Product #042,8.28,10
97,2020-01-02,688,Product #046,74.02,1
97,2020-01-02,688,Product #057,71.83,21
98,2020-01-02,932,Product #003,68.27,13
98,2020-01-02,932,Product #012,30.18,7
98,2020-01-02,932,Product #035,51.29,14
98,2020-01-02,932,Product #051,81.33,1
98,2020-01-02,932,Product #066,88.29,1
98,2020-01-02,932,Product #072,21.01,10
98,2020-01-02,932,Product #080,39.29,1
98,2020-01-02,932,Product #082,91.17,11
98,2020-01-02,932,Product #086,54.05,14
100,2020-01-02,30,Product #053,48.87,13
100,2020-01-02,30,Product #055,37.51,3
101,2020-01-02,583,Product #001,47.29,1
101,2020-01-02,583,Product #014,8.0,1
101,2020-01-02,583,Product #017,86.07,8
101,2020-01-02,583,Product #034,32.09,5
101,2020-01-02,583,Product #036,57.38,8
101,2020-01-02,583,Product #050,71.34,6
101,2020-01-02,583,Product #064,90.2,9
102,2020-01-02,117,Product #003,68.27,10
102,2020-01-02,117,Product #014,8.0,7
102,2020-01-02,117,Product #015,58.47,3
102,2020-01-02,117,Product #041,50.68,12
102,2020-01-02,117,Product #049,35.39,13
102,2020-01-02,117,Product #052,87.79,9
102,2020-01-02,117,Product #074,75.45,4
102,2020-01-02,117,Product #085,69.83,7
102,2020-01-02,117,Product #087,59.17,9
102,2020-01-02,117,Product #095,84.6,3
103,2020-01-02,23,Product #003,68.27,10
103,2020-01-02,23,Product #006,36.59,5
103,2020-01-02,23,Product #013,94.65,6
103,2020-01-02,23,Product #020,16.64,6
103,2020-01-02,23,Product #084,44.46,10
103,2020-01-02,23,Product #089,34.3,9
103,2020-01-02,23,Product #096,69.33,8
104,2020-01-02,245,Product #017,86.07,12
104,2020-01-02,245,Product #029,67.63,12
104,2020-01-02,245,Product #049,35.39,7
104,2020-01-02,245,Product #061,1.51,2
104,2020-01-02,245,Product #062,10.99,6
104,2020-01-02,245,Product #077,23.91,13
104,2020-01-02,245,Product #099,25.31,7
105,2020-01-02,91,,,11
105,2020-01-02,91,Product #005,79.96,2
105,2020-01-02,91,Product #017,86.07,13
105,2020-01-02,91,Product #018,4.92,10
105,2020-01-02,91,Product #038,16.77,1
105,2020-01-02,91,Product #056,14.27,11
105,2020-01-02,91,Product #088,3.98,7
105,2020-01-02,91,Product #091,71.85,8
106,2020-01-02,191,Product #016,23.29,5
106,2020-01-02,191,Product #084,44.46,5
107,2020-01-02,847,Product #006,36.59,1
107,2020-01-02,847,Product #040,11.59,3
107,2020-01-02,847,Product #060,28.82,3
107,2020-01-02,847,Product #068,19.95,14
108,2020-01-02,57,Product #007,15.53,400
108,2020-01-02,57,Product #015,58.47,600
108,2020-01-02,57,Product #017,86.07,700
108,2020-01-02,57,Product #089,34.3,550
108,2020-01-02,57,Product #098,53.14,450
109,2020-01-02,283,Product #020,16.64,10
109,2020-01-02,283,Product #044,20.97,9
109,2020-01-02,283,Product #079,11.63,10
110,2020-01-02,352,Product #006,36.59,1
110,2020-01-02,352,Product #008,62.32,10
110,2020-01-02,352,Product #009,28.39,12
110,2020-01-02,352,Product #054,23.53,2
110,2020-01-02,352,Product #056,14.27,6
111,2020-01-02,126,Product #022,73.64,9
111,2020-01-02,126,Product #027,30.6,8
111,2020-01-02,126,Product #061,1.51,9
111,2020-01-02,126,Product #070,34.69,12
111,2020-01-02,126,Product #076,17.01,11
111,2020-01-02,126,Product #094,35.89,6
111,2020-01-02,126,Product #099,25.31,9
112,2020-01-02,134,Product #012,30.18,6
112,2020-01-02,134,Product #018,4.92,6
112,2020-01-02,134,Product #045,77.9,14
112,2020-01-02,134,Product #085,69.83,11
112,2020-01-02,134,Product #086,54.05,3
113,2020-01-02,151,Product #013,94.65,14
113,2020-01-02,151,Product #033,18.09,7
113,2020-01-02,151,Product #047,54.09,7
113,2020-01-02,151,Product #057,71.83,14
113,2020-01-02,151,Product #071,91.96,1
113,2020-01-02,151,Product #083,32.05,13
113,2020-01-02,151,Product #098,53.14,12
114,2020-01-02,776,Product #004,94.08,10
114,2020-01-02,776,Product #079,11.63,10
115,2020-01-02,121,Product #003,68.27,11
115,2020-01-02,121,Product #049,35.39,12
115,2020-01-02,121,Product #069,40.34,14
116,2020-01-02,17,Product #083,32.05,1
117,2020-01-02,12,Product #025,32.07,9
117,2020-01-02,12,Product #037,49.48,3
117,2020-01-02,12,Product #053,48.87,9
117,2020-01-02,12,Product #059,79.12,8
117,2020-01-02,12,Product #064,90.2,4
117,2020-01-02,12,Product #073,59.77,14
118,2020-01-02,35,Product #003,68.27,5
118,2020-01-02,35,Product #005,79.96,8
118,2020-01-02,35,Product #032,30.55,6
118,2020-01-02,35,Product #062,10.99,2
118,2020-01-02,35,Product #064,90.2,1
118,2020-01-02,35,Product #082,91.17,1
119,2020-01-03,837,Product #007,15.53,11
119,2020-01-03,837,Product #017,86.07,11
119,2020-01-03,837,Product #024,4.22,2
119,2020-01-03,837,Product #088,3.98,5
120,2020-01-03,162,Product #019,60.85,6
120,2020-01-03,162,Product #022,73.64,1
120,2020-01-03,162,Product #028,91.36,1
120,2020-01-03,162,Product #035,51.29,6
120,2020-01-03,162,Product #052,87.79,8
120,2020-01-03,162,Product #055,37.51,11
120,2020-01-03,162,Product #069,40.34,6
121,2020-01-03,938,,,6
121,2020-01-03,938,Product #014,8.0,5
121,2020-01-03,938,Product #016,23.29,13
121,2020-01-03,938,Product #028,91.36,3
121,2020-01-03,938,Product #053,48.87,4
121,2020-01-03,938,Product #067,53.37,1
121,2020-01-03,938,Product #085,69.83,7
121,2020-01-03,938,Product #088,3.98,6
121,2020-01-03,938,Product #094,35.89,5
122,2020-01-03,83,Product #003,68.27,12
122,2020-01-03,83,Product #007,15.53,2
122,2020-01-03,83,Product #016,23.29,7
122,2020-01-03,83,Product #019,60.85,14
122,2020-01-03,83,Product #053,48.87,4
122,2020-01-03,83,Product #061,1.51,14
122,2020-01-03,83,Product #066,88.29,8
123,2020-01-03,180,Product #009,28.39,598
123,2020-01-03,180,Product #015,58.47,46
123,2020-01-03,180,Product #023,93.06,322
123,2020-01-03,180,Product #026,19.06,598
123,2020-01-03,180,Product #031,75.94,138
123,2020-01-03,180,Product #043,72.05,322
123,2020-01-03,180,Product #081,30.19,598
123,2020-01-03,180,Product #090,32.73,552
123,2020-01-03,180,Product #091,71.85,414
124,2020-01-03,14,Product #002,54.28,9
124,2020-01-03,14,Product #004,94.08,2
124,2020-01-03,14,Product #014,8.0,3
124,2020-01-03,14,Product #020,16.64,9
124,2020-01-03,14,Product #030,77.02,8
124,2020-01-03,14,Product #033,18.09,7
124,2020-01-03,14,Product #045,77.9,12
124,2020-01-03,14,Product #047,54.09,10
124,2020-01-03,14,Product #062,10.99,8
124,2020-01-03,14,Product #075,68.64,4
125,2020-01-03,491,Product #001,47.29,12
125,2020-01-03,491,Product #002,54.28,10
125,2020-01-03,491,Product #067,53.37,10
125,2020-01-03,491,Product #077,23.91,5
125,2020-01-03,491,Product #099,25.31,5
126,2020-01-03,455,Product #023,93.06,6
126,2020-01-03,455,Product #045,77.9,13
126,2020-01-03,455,Product #047,54.09,2
126,2020-01-03,455,Product #061,1.51,6
126,2020-01-03,455,Product #068,19.95,5
126,2020-01-03,455,Product #082,91.17,1
126,2020-01-03,455,Product #097,64.44,14
127,2020-01-03,104,,,13
127,2020-01-03,104,Product #015,58.47,4
127,2020-01-03,104,Product #030,77.02,5
127,2020-01-03,104,Product #031,75.94,11
127,2020-01-03,104,Product #037,49.48,3
127,2020-01-03,104,Product #040,11.59,6
127,2020-01-03,104,Product #062,10.99,1
127,2020-01-03,104,Product #070,34.69,13
127,2020-01-03,104,Product #079,11.63,10
128,2020-01-03,93,Product #050,71.34,2
128,2020-01-03,93,Product #052,87.79,8
129,2020-01-03,724,Product #008,62.32,12
129,2020-01-03,724,Product #053,48.87,6
129,2020-01-03,724,Product #067,53.37,6
129,2020-01-03,724,Product #084,44.46,12
129,2020-01-03,724,Product #094,35.89,2
